Tipo de Publicacion;Titulo;Nombre de Publicacion;Estado;Ambito;Tipo;Autores;Ejercicio
ARTICULO;Role of oceanography in shaping the genetic structure in the North Pacific hake Merluccius productus;PLOS ONE                                                                                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Garcia De Leon, F. J., Galvan Tirado, C., Sanchez Velasco, L., Silva Segundo, C. A., Hernandez Guzman, R., Barriga Sosa, I. A., Diaz Jaimes, P., Canino, M., Cruz Hernandez, P.;2018
ARTICULO;Evaluation of the entry of white shrimp postlarvae (Decapoda: Penaeidae) to a nursery area in the southern Gulf of Mexico;Latin American Journal of Aquatic Research                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Gomez Ponce, M. A., Flores Coto, C., Lopez Martinez, J., Cruz Sanchez, J. L., Sanvicente Anorve, L.;2018
ARTICULO;Predatory flying squids are detritivores during their early planktonic life;SCIENTIFIC REPORTS                                                                                                                                                                                      ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Fernandez Alvarez, F. A., Machordom, A., Garcia Jimenez, R., Salinas Zavala, C. A., Villanueva, R.;2018
ARTICULO;Over-accumulation of astaxanthin in Haematococcus pluvialis through chloroplast genetic engineering;Algal Research                                                                                                                                                                                          ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Galarza, J. I., Gimpel, J. A., Rojas, V., Arredondo Vega, B. O., Henriquez, V.;2018
ARTICULO;Matrilineal genealogies suggest a very low dispersal in desert rodent females;Journal of Arid Environments                                                                                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Aguilera Miller, E. F., Alvarez Castaneda, S. T., Murphy, R. W.;2018
ARTICULO;The potential use of Debaryomyces hansenii for the biological control of pathogenic fungi in food;Biological Control                                                                                                                                                                                      ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Medina Cordova, N. J., Rosales Mendoza, S., Hernandez Montiel, L. G., Angulo Valadez, C. E.;2018
ARTICULO;Arsenic Concentration in the Surface Water of a Former Mining Area: The La Junta Creek, Baja California Sur, Mexico;International Journal of Environmental Research and Public Health                                                                                                                                       ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Wurl, J., Imaz Lamadrid, M., Mendez Rodriguez, L. C., Acosta Vargas, B.;2018
ARTICULO;New trends in innovative vaccine development against Actinobacillus pleuropneumoniae;Veterinary Microbiology                                                                                                                                                                                 ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Loera Muro, A., Angulo Valadez, C. E.;2018
ARTICULO;Structural Complexity and Biomass of Arid Zone Mangroves in the Southwestern Gulf of California: Key Factors That Influence Fish Assemblages;Journal of Coastal Research                                                                                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Ochoa Gomez, J. G., Serviere Zaragoza, E., Lluch Cota, D. B., Rivera Monroy, V. H., Oechel, W., Troyo Dieguez, E., Lluch Cota, S. E.;2018
ARTICULO;Growth of tomato seedlings (Solanum lycopersicum L.) treated with vermicompost humate;REVISTA MEXICANA DE CIENCIAS AGRICOLAS                                                                                                                                                                  ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Chiquito Contreras, R., Reyes Perez, J. J., Troyo Dieguez, E., Rueda Puente, E. O., Torres Rodriguez, J. A., Murillo Amador, B.;2018
ARTICULO;Biostimulant Liplant: its effect on Solanum lycopersicum (L.) grown on slightly saline soils;REVISTA MEXICANA DE CIENCIAS AGRICOLAS                                                                                                                                                                  ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Villegas Espinoza, J. A., Reyes Perez, J. J., Nieto Garibay, A., Ruiz Espinoza, F. H., Cruz Falcon, A., Murillo Amador, B.;2018
ARTICULO;Inoculation of nitrogen-fixing halobacteria in the contribution to tolerance to salt stress in bean tepary;REVISTA MEXICANA DE CIENCIAS AGRICOLAS                                                                                                                                                                  ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Renganathan, P., Borboa Flores, J., Rosas Burgos, E. C., Cardenas Lopez, J. L., Murillo Amador, B., Ortega Garcia, J., Rueda Puente, E. O.;2018
ARTICULO;Variability and Factors of Influence of Extreme Wet and Dry Events in Northern Mexico;Atmosphere                                                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Llanes Cardenas, O., Gaxiola Hernandez, A., Estrella Gastelum, R. D., Norzagaray Campos, M., Troyo Dieguez, E., Perez Gonzalez, E., Ruiz Guerrero, R., Pellegrini Cervantes, M. J.;2018
ARTICULO;Antagonistic potential of bacteria and marine yeasts for the control of phytopathogenic fungi;Revista Mexicana de Ciencias Agricolas                                                                                                                                                                  ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Hernandez Montiel, L. G., Rivas Garcia, T., Romero Bastidas, M., Chiquito Contreras, C. J., Ruiz Espinoza, F. H., Chiquito Contreras, R. G.;2018
ARTICULO;Effect of microcapsules of Pseudomonas putida on growthand yield of red pepper;Revista Mexicana de Ciencias Agricolas                                                                                                                                                                  ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Hernandez Montiel, L. G., Chiquito Contreras, R. G., Castillo Rocha, D. G., Chiquito Contreras, C. J., Vidal Hernandez, L., Beltran Morales, F. A.;2018
ARTICULO;Elemental ratios and lipid classes in a coral reef food web under river influence;Progress in Oceanography                                                                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Carreon Palau, L., Parrish, C. C., Perez Espana, H., Aguiniga Garcia, S.;2018
ARTICULO;El efecto del bacterol - SHRIMP sobre respuesta productiva en juveniles de camaron blanco, Litopenaeus vannamei (No reportado en productividad 2017);REDVET. Revista Electronica de Veterinaria                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Mendez Martinez, Y., Perez Tamames, Y., Torres Navarrete, Y., Ramirez de la Ribera, J., Tamayo Llanes, E., Cortes Jacinto, E.;2018
ARTICULO;Does relaxation as a sedative therapy previous to pearl production affect antioxidant response and cause oxidative damage in the winged pearl oyster Pteria sterna;Aquaculture                                                                                                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Granados Amores, A., Saucedo Lastra, P. E., Mazon Suastegui, J. M., Rodriguez Jaramillo, M. C., Acosta Salmon, H., Zenteno Savin, T., Campa Cordova, A. I.;2018
ARTICULO;Bacteriofagos en el control biologico de Pseudomonas syringae pv. phaseolicola agente causal del tizon de halo del frijol;Ecosistemas y Recursos Agropecuarios                                                                                                                                                                    ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Quinones Aguilar, E. E., Reyes Tena, A., Hernandez Montiel, L. G., Rincon Enriquez, G.;2018
ARTICULO;Control IDA-PBC de un Vehiculo Submarino Subactuado;Revista Iberoamericana de Automatica e Informatica Industrial                                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Garcia, D., Sandoval, J., Gutierrez Jaguey, J., Bugarin, E.;2018
ARTICULO;Preferential distribution of fish larvae in the California Current System: Time, space, and temperature;Fisheries Oceanography                                                                                                                                                                                  ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Bautista Romero, J. J., Funes Rodriguez, R., Jimenez Rosenberg, S. P. A., Lluch Cota, D. B.;2018
ARTICULO;Modeling the temporal periodicity of growth increments based on harmonic functions;PloS one                                                                                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Hidalgo De La Toba, J. A., Morales Bojorquez, E., Gonzalez Pelaez, S. S., Bautista Romero, J. J., Lluch Cota, D. B.;2018
ARTICULO;Contributions to the nutrition of the American crocodile Crocodylus acutus (Cuvier, 1807) in captivity;Latin American Journal of Aquatic Research                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Hernandez Hurtado, P. S., Nolasco Soria, H. G., Carrillo Farnes, O., Hernandez Hurtado, H., Garcia de Quevedo Machain, R., Casas Andreu, G., Montoya Martinez, C., Vega Villasante, F.;2018
ARTICULO;Administration of Probiotics Improves the Brine Shrimp Production and Prevents Detrimental Effects of Pathogenic Vibrio Species;Marine Biotechnology                                                                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Quiroz Guzman, E., Vazquez Juarez, R., Luna Gonzalez, A., Balcazar, J. L., Barajas Sandoval, D. R., Martinez Diaz, S. F.;2018
ARTICULO;Redescription of Phonotimpus separatus Gertsch & Davis, 1940 (Araneae:Phrurolithidae) and description of two new species of Phonotimpus from Mexico;Zootaxa                                                                                                                                                                                                 ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Chame Vazquez, D., Ibarra Nunez, G., Jimenez Jimenez, M. L.;2018
ARTICULO;Reproductive cycle of leopard grouper Mycteroperca rosacea (Streets, 1877) held in captivity: relationship between gonad development and sex steroid concentration;Latin American Journal of Aquatic Research                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Maldonado Garcia, M. C., Gracia Lopez, V., Kiewek Martinez, N. M., Carrillo, M., Zanuy, S.;2018
ARTICULO;New record and contribution to the knowledge of Neastacilla californica (Boone, 1918) (Isopoda, Arcturidae) on the west coast of Baja California, Mexico;Latin American Journal of Aquatic Research                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Mejia Rebollo, A., Zayas Alvarez, A., Morales Zarate, M. V., Salinas Zavala, C. A.;2018
ARTICULO;NUEVOS REGISTROS DE ARANAS (ARACHNIDA: ARANEAE) PARA MEXICO Y LISTADO ACTUALIZADO DE LA ARANEOFAUNA DEL ESTADO DE COAHUILA;Acta Zoologica Mexicana (Nueva Serie)                                                                                                                                                                   ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Desales Lara, M. A., Jimenez Jimenez, M. L., Corcuera, P.;2018
ARTICULO;LEAF MORPHOLOGY AND ANATOMY OF VARIETIES OF TURNERA DIFFUSA VAR. DIFFUSA AND TURNERA DIFFUSA VAR. APHRODISIACA (WARD) URB;African Journal of Traditional, Complementary and Alternative Medicines                                                                                                                                 ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Baez Parra, K. M., Alcaraz Melendez, L., Santamaria Miranda, A., Basilio Heredia, J., Leon Felix, J., Muy Rangel, M. D., Angulo Escalante, M. A.;2018
ARTICULO;Class B CpG-ODN2006 is highly associated with IgM and antimicrobial peptide gene expression through TLR9 pathway in yellowtail Seriola lalandi;Fish and Shellfish Immunology                                                                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Angulo Valadez, C. E., Alamillo Mendoza, E. Z., Hirono, I., Kondo, H., Jirapongpairoj, W., Perez Urbiola, J. C., Reyes Becerril, M. C.;2018
ARTICULO;Bioeconomic modelling of the intensive production of white-leg shrimp (Litopenaeus vannamei) in a photo-heterotrophic hypersaline system, with minimal seawater replacement;Reviews in Aquaculture                                                                                                                                                                                  ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Moreno Figueroa, L. D., Villarreal Colmenares, H., Naranjo Paramo, J., Vargas Mendieta, M. F., Mercier ., L. S., Casillas Hernandez, R., Hernandez Llamas, A.;2018
ARTICULO;Screening of polyhydroxyalkanoate-producing bacteria and PhaC-encoding genes in two hypersaline microbial mats from Guerrero Negro, Baja California Sur, Mexico;PeerJ                                                                                                                                                                                                   ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Martinez Gutierrez, C. A., Latisnere Barragan, H., Garcia Maldonado, J. Q., Lopez Cortes, A.;2018
ARTICULO;GROWTH, MATURITY AND MORTALITY OF THE BLUE CRAB CALLINECTES ARCUATUS ORDWAY, 1863 (DECAPODA, PORTUNIDAE) IN A MEXICAN COASTAL LAGOON;Crustaceana                                                                                                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Rivera Velazquez, P. J., Aragon Noriega, E. A., Rodriguez Dominguez, G., Perez Gonzalez, R., Castillo Vargasmachuca, S. G.;2018
ARTICULO;Comparison of biological and biochemical characteristics of venom from rattlesnakes in the southern Baja California Peninsula;Toxicon                                                                                                                                                                                                 ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Arnaud Franco, G. A., Cordero Tapia, A., Ortiz Avila, V., Moctezuma Gonzalez, C. L., Tejocote Perez, M., Carbajal Saucedo, A.;2018
ARTICULO;Las TIC en los procesos educativos de un centro publico de investigacion;Apertura                                                                                                                                                                                                ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Campos Cruz, H., Ramirez Sanchez, M. Y.;2018
ARTICULO;Nutritional effect of Artemia nauplii enriched with Tetraselmis suecica and Chaetoceros calcitrans microalgae on growth and survival on the river prawn Macrobrachium americanum larvae;Aquaculture International                                                                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Mendez Martinez, Y., Garcia Guerrero, M. U., Lora Vilchis, M. C., Martinez Cordova, L. R., Arcos Ortega, G. F., Alpuche, J. J., Cortes Jacinto, E.;2018
ARTICULO;Use of seaweed Ulva lactuca for water bioremediation and as feed additive for white shrimp Litopenaeus vannamei;PeerJ                                                                                                                                                                                                   ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Elizondo Gonzalez, R., Quiroz Guzman, E., Escobedo Fregoso, C., Magallon Servin, P., Pena Rodriguez, A.;2018
ARTICULO;Bacteriophage cocktails as an environmentally-friendly approach to prevent Vibrio parahaemolyticus and Vibrio harveyi infections in brine shrimp (Artemia franciscana) production;Aquaculture                                                                                                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Quiroz Guzman, E., Pena Rodriguez, A., Vazquez Juarez, R., Barajas Sandoval, D. R., Balcazar, J. L., Martinez Diaz, S. F.;2018
ARTICULO;Almacenamiento y flujo de carbono en suelos aridos como servicio ambiental: Un ejemplo en el noroeste de Mexico;Terra Latinoamericana                                                                                                                                                                                   ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Ayala Nino, F., Maya Delgado, Y. L., Troyo Dieguez, E.;2018
ARTICULO;Plantas silvestres consumidas como tes recreativos por grupos de rancheros en Baja California Sur, Mexico;Acta Botanica Mexicana                                                                                                                                                                                  ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Pio Leon, J. F., Nieto Garibay, A., Leon De La Luz, J. L., Delgado Vargas, F., Vega Avina, R., Ortega Rubio, A.;2018
ARTICULO;Clasificacion de unidades del fondo marino a partir de la distribucion espacial de los sedimentos superficiales de la Bahia de La Paz, Golfo de California (No reportado en productividad 2017);Hidrobiologica                                                                                                                                                                                          ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Urcadiz Cazares, F. J., Cruz Escalona, V. H., Nava Sanchez, E. H., Ortega Rubio, A.;2018
ARTICULO;Genotyping by sequencing reveals contrasting patterns of population structure, ecologically mediated divergence, and long-distance dispersal in North American palms;Ecology and Evolution                                                                                                                                                                                   ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Klimova, A., Ortega Rubio, A., Vendrami, D. L. J., Hoffman, J. I.;2018
ARTICULO;El sistema nacional de innovacion de Mexico. Una comparacion con Espana y Estados Unidos de America;Acta Universitaria                                                                                                                                                                                      ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Trejo Berumen, K. S., Gamez, A. E., Conesa Cegarra, F., Angeles Villa, M., Ivanova Boncheva, A., Beltran Morales, L. F.;2018
ARTICULO;Attitudes and Sensory Perceptions of Food Consumers towards Technological Innovation in Mexico: A Case-Study on Rice-Based Dessert;Sustainability                                                                                                                                                                                          ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Salgado Beltran, L., Beltran Morales, L. F., Velarde Mendivil, A. T., Robles Baldenegro, M. E.;2018
ARTICULO;New report of malformations in blue shark embryos (Prionace glauca) from the western coast of Baja California Sur, Mexico;Journal of the Marine Biological Association of the United Kingdom                                                                                                                                      ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Rodriguez Romero, J., Simeon De la Cruz, A., Ochoa Diaz, M. R., Monsalvo Spencer, P.;2018
ARTICULO;H(10) due to scattered radiation on the cancer-patient bodies treated with Tomotherapy;Applied Radiation and Isotopes                                                                                                                                                                          ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Vega Carrillo, H. R., Esparza Hernandez, A., Garcia Reyna, M. G., Reyes Rivera, E., Hernandez Adame, L., Rivera, T.;2018
ARTICULO;GROWTH AND OIL YIELD PARAMETERS OF THE Capsicum annuum VAR aviculare ASSOCIATED TO THE BENEFICIAL BACTERIUM Bacillus amyloliquefaciens AND Azospirillum halopraeferens UNDER FIELD CONDITIONS;BIOTECNIA                                                                                                                                                                                               ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Garcia Hernandez, J. L., Ruiz Alvarado, M. C., Preciado Rangel, P., Nieto Garibay, A., Murillo Amador, B., Ruiz Espinoza, F. H., Valdez Dominguez, R. D., Rueda Puente, E. O.;2018
ARTICULO;Isolation of the sex-determining gene Sex-lethal (Sxl) in Penaeus (Litopenaeus) vannamei (Boone, 1931) and characterization of its embryogenic, gametogenic, and tissue-specific expression;Gene                                                                                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Lopez Cuadros, I., Garcia Gasca, A., Gomez Anduro, G. A., Escobedo Fregoso, C., Llera Herrera, R. A., Ibarra Humphries, A. M.;2018
ARTICULO;Incidental catch of the rare shortbill spearfish (Tetrapturus angustirostris) bythe tuna purse seine fleet in the eastern tropical Pacific Ocean;Ciencias Marinas                                                                                                                                                                                        ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Marin Enriquez, E., Muhlia Melo, A. F. E.;2018
ARTICULO;Identification of a Candidatus Phytoplasma hispanicum-related strain, associated with yellows-type diseases, in smoke-tree sharpshooter (Homalodisca liturata Ball);International Journal of Systematic and Evolutionary Microbiology                                                                                                                                       ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Servin Villegas, R., Caamal Chan, M. G., Chavez Medina, A., Loera Muro, A., Barraza Celis, A., Medina Hernandez, D., Holguin Pena, R. J.;2018
ARTICULO;Clostridium perfringens in foods and fish;Regulatory Mechanisms in Biosystems                                                                                                                                                                     ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Cortes Sanchez, A. J.;2018
ARTICULO;Down-regulation of PvTRX1h increases nodule number and affects auxin, starch, and metabolic fingerprints in the common bean (Phaseolus vulgaris L.);Plant Science                                                                                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Barraza Celis, A., Coss Navarrete, E. L., Vizuet De Rueda, J. C., Martinez Aguilar, K., Hernandez Chavez, J. L., Ordaz Ortiz, J. J., Winkler, R., Tiessen, A., Alvarez Venegas, R.;2018
ARTICULO;Genetica poblacional de camaron blanco Litopenaeus vannamei en Sinaloa, Mexico;Revista Mexicana de Biodiversidad                                                                                                                                                                       ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Perez Enriquez, R., Millan Marquez, A. M., Cruz Hernandez, P., Saucedo Barron, C. J.;2018
ARTICULO;Sterigmatomyces halophilus ß-glucan improves the immune response and bacterial resistance in Pacific red snapper (Lutjanus peru) peripheral blood leucocytes: In vitro study;Fish and Shellfish Immunology                                                                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Reyes Becerril, M. C., Guardiola, F. A., Sanchez, V., Maldonado Garcia, M. C., Angulo Valadez, C. E.;2018
ARTICULO;Immunostimulant effects and potential application of ß-glucans derived from marine yeast Debaryomyces hansenii in goat peripheral blood leucocytes;International Journal of Biological Macromolecules                                                                                                                                                      ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Medina Cordova, N. J., Reyes Becerril, M. C., Ascencio Valle, F. J., Castellanos Cervantes, T. R., Campa Cordova, A. I., Angulo Valadez, C. E.;2018
ARTICULO;Social factors and aromatase gene expression during adult male-to-female sex change in captive leopard grouper Mycteroperca rosacea;General and Comparative Endocrinology                                                                                                                                                                   ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Romo Mendoza, D., Campos Ramos, R., Vazquez Islas, G., Burgos Aceves, M. A., Esquivel Gutierrez, E. R., Guerrero Tortolero, D. A.;2018
ARTICULO;Mycotoxigenic potential of phytopathogenic moulds isolated from citrus fruits from different states of Mexico;Quality Assurance and Safety of Crops & Foods                                                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Sandoval Contreras, T. J., Villarruel Lopez, A., Torres Vitela, R., Garciglia Mercado, C., Gomez Anduro, G. A., Velazquez Lizarraga, A. E., Sierra Beltran, A. P., Ascencio Valle, F. J.;2018
ARTICULO;Correspondence between ecomorphotype and use of arthropod resources by bats of the genus Myotis;Journal of Mammalogy                                                                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Segura Trujillo, C. A., Willig, M. R., Alvarez Castaneda, S. T.;2018
ARTICULO;Evidence of sexual dimorphism in skeletal morphology of a gonochoric reef coral;Royal Society Open Science                                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Gonzalez Espinosa, P. C., Paz Garcia, D. A., Reyes Bonilla, H., Cabral Tena, R. A., Balart Paez, E. F.;2018
ARTICULO;Omics approaches to study juvenile hormone synthesis;Current Opinion in Insect Science                                                                                                                                                                       ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Nouzova, M., Rivera Perez, C., Noriega, F. G.;2018
ARTICULO;Spatiotemporal Variability in Coral (Anthozoa: Scleractinia) Larval Recruitment in the Southern Gulf of California;Pacific Science                                                                                                                                                                                         ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Cabral Tena, R. A., Paz Garcia, D. A., Reyes Bonilla, H., Gonzalez Pelaez, S. S., Balart Paez, E. F.;2018
ARTICULO;Harnessing cross-border resources to confront climate change;Environmental Science and Policy                                                                                                                                                                        ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Aburto Oropeza, O., Johnson, A. F., Agha, M., Allen, E. B., Allen, M. F., Arellano Gonzalez, J., Arenas Moreno, D. M., Beas Luna, R., Butterfield, S., Caetano, G., Caselle, J. E., Castaneda Gaytan, G., Castorani, M. C., Cat, L. A., Cavanaugh, K., Chambers, J. Q., Cooper, R. D., Dalmau, N. A., Dawson, T., Diaz de la Vega Perez, A., Dimento, J. F., Dominguez Guerrero, S., Edwards, M., Ennen, J. R., Estrada Medina, H., Fierro Estrada, N., Gadsden, H., Galina Tessaro, P., Gibbons, P. M., Goode, E. V., Gorris, M. E., Harmon, T., Hecht, S., Heredia Fragoso, M. A., Hernandez Solano, A., Hernandez Cortes, D., Hernandez Carmona, G., Hillard, S., Huey, R. B., Hufford, M. B., Jenerette, G. D., Jimenez Osornio, J., Lopez Nava, K. J., Lara Resendiz, R. A., Leslie, H. M., Lopez Feldman, A., Luja Molina, V. H., Martinez Mendez, N., Mautz, W. J., Medellin Azuara, J., Melendez Torres, C., Mendez De la Cruz, F. R., Micheli, F., Miles, D. B., Montagner, G., Montano Moctezuma, G., Müller, J., Oliva, P., Ortinez Alvarez, J. A., Ortiz Partida, J. P., Palleiro Nayar, J., Paramo Figueroa, V. H., Parnell, P. E., Raimondi, P., Ramirez Valdez, A., Randerson, J. T., Reed, D. C., Riquelme, M., Romero Torres, T., Rosen, P. C., Ross Ibarra, J., Sanchez Cordero, V., Sandoval Solis, S., Santos, J. C., Sawers, R., Sinervo, B., Sites Jr., J. W., Sosa Nishizaki, O., Stanton, T., Stapp, J. R., Stewart, J. A., Torre, J., Torres Moye, G., Treseder, K. K., Valdez Villavicencio, J. H., Valle Jimenez, F. I., Vaughn, M., Welton, L., Westphal, M. F., Woolrich Pina, G., Yunez Naude, A., Zertuche Gonzalez, J. A., Taylor, J. E.;2018
ARTICULO;Neuroendocrine and metabolic responses of Pacific whiteleg shrimp Penaeus vannamei exposed to hypoxia stress;Latin American Journal of Aquatic Research                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Aparicio Simon, B., Pinon, M., Racotta, R., Racotta Dimitrov, I. S.;2018
ARTICULO;84 anos de politicas de uso del suelo en Mexico: reflexiones para la conservacion de la biodiversidad;Nova Scientia                                                                                                                                                                                           ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Beraud Macias, V., Sosa Ramirez, J., Maya Delgado, Y. L., Cordoba Matson, M. V., Ortega Rubio, A.;2018
ARTICULO;Control of phytopathogenic microorganisms of post-harvest in tomato (Lycopersicon esculentum Mill.) with the use of citrus extract;Journal of Plant Science and Phytopathology                                                                                                                                                             ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Ruiz Alvarado, C., Reyes Perez, J. J., Hernandez Montiel, L. G., Murillo Amador, B., Rueda Puente, E. O.;2018
ARTICULO;Valoracion economica del consumo y produccion de materias primas para la fabricacion de biodiesel en Guatemala;Estudios Sociales                                                                                                                                                                                       ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Sandoval Guerra, M. A., Almendarez Hernandez, M. A., Nieto Garibay, A., Troyo Dieguez, E., Ortega Rubio, A., Beltran Morales, L. F.;2018
ARTICULO;Track analysis of the funnel-web spiders (Araneae: Agelenidae) of Mexico;Revista Mexicana de Biodiversidad                                                                                                                                                                       ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Maya Morales, J., Jimenez Jimenez, M. L., Morrone, J. J.;2018
ARTICULO;Brood success of the mud-daubing wasp Sceliphron jamaicense (Hymenoptera: Sphecidae) in a desert environment;Revista Mexicana de Biodiversidad                                                                                                                                                                       ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Starr, C. K., Falcon Brindis, A., Jimenez Jimenez, M. L.;2018
ARTICULO;Stable isotope analyses suggest Mus musculus occupies the place of the possibly extinct Peromyscus guardia in Angel de la Guarda Island, (Mexico);Mammal Research                                                                                                                                                                                         ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Blazquez Moreno, M. C., Arnaud Franco, G. A., Ortiz Avila, V., Ortega Rubio, A., Delibes, M.;2018
ARTICULO;Growth rate, lipid, fatty acids, and pigments content of Melosira moniliformis (Bacillariophyta) in laboratory cultures;Revista Latinoamericana de Biotecnologia Ambiental y Algal                                                                                                                                              ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Lora Vilchis, M. C., Huanacuni Pilco, J. I., Lopez Fuerte, F. O., Perez Rojas, C. A.;2018
ARTICULO;A novel thymidylate synthase from the Vibrionales, Alteromonadales, Aeromonadales, and Pasteurellales (VAAP) clade with altered nucleotide and folate binding sites;PeerJ                                                                                                                                                                                                   ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Lopez Zavala, A. A., Guevara Hernandez, E., Vazquez Lujan, L. H., Sanchez Paz, J. A., Garcia Orozco, K. D., Contreras Vergara, C. A., Lopez Leal, G., Arvizu Flores, A. A., Ochoa Leyva, A., Sotelo Mundo, R. R.;2018
ARTICULO;Indicadores de sustentabilidad para la pesqueria de curvina golfina Cynoscion othonopterus en el Alto Golfo de California;REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA                                                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Mendivil Mendoza, J. E., Aragon Noriega, E. A., Arreola Lizarraga, J. A., Rodriguez Dominguez, G., Castillo Vargasmachuca, S. G., Ortega Lizarraga, G. G.;2018
